-4.748711901500464461e-02,-1.891791893767763300e-01,-2.337066977778726740e-01,-3.584660412775879379e-02
-6.227482731423339413e-02,-1.912813514888965227e-01,-3.578016341912774179e-01,-4.823988035704877830e-02
-7.960753090119315756e-02,-1.939906975503736253e-01,-3.355065092871132304e-01,-6.013396210203508091e-02
-9.471324291438100451e-02,-1.975458571153473342e-01,-2.687219712404004812e-01,-8.207242049691343411e-02
-1.057713834699725436e-01,-2.017862601428571934e-01,-1.736036509832612484e-01,-8.754370060348073967e-02
-1.118956382327536969e-01,-2.056973772419172786e-01,-7.136653952798514833e-02,-6.890098335892308468e-02
-1.137664518063841168e-01,-2.086464171899699849e-01,-3.466003417231730555e-03,-4.906061456318494551e-02
-1.136579518090649055e-01,-2.109707001050014907e-01,7.806003310000093898e-03,-4.391070203807536515e-02
-1.140565478139884820e-01,-2.131127655426364731e-01,-2.374984350694339663e-02,-4.177191546732425542e-02
-1.162925900877530699e-01,-2.150683376376671674e-01,-6.569184744364037210e-02,-3.645096833390357866e-02
-1.203439772359272270e-01,-2.169541257035886572e-01,-9.636363848332572812e-02,-3.898055430295617463e-02
-1.252501051517061481e-01,-2.191759193479779211e-01,-9.988147814783146505e-02,-4.989119147261401183e-02
-1.296247986723086110e-01,-2.216774564814780468e-01,-7.510626267626753505e-02,-5.017029386739074726e-02
-1.329602775439441553e-01,-2.236236558288118015e-01,-5.831289218915412798e-02,-2.767768002595937318e-02
-1.358187623100057806e-01,-2.240855919067293589e-01,-5.602649845331047346e-02,9.200236909256812728e-03
-1.383120903152909031e-01,-2.227386648195432972e-01,-4.370662175809443550e-02,4.467684657818536687e-02
-1.398849556992606546e-01,-2.201139339078237722e-01,-1.920799360069518069e-02,6.031238989059536926e-02
-1.401435152357895231e-01,-2.172668625740789283e-01,8.865612139540138270e-03,5.357046345919821984e-02
-1.391722120029394438e-01,-2.146921431064949537e-01,2.998651717446260134e-02,4.941831524416125110e-02
-1.372590135889086849e-01,-2.116759736681948501e-01,4.654141938676724377e-02,7.122846228784342204e-02
-1.346138312267678439e-01,-2.072340766612568719e-01,5.926587509886663968e-02,1.064474179896756356e-01
-1.315380618719351746e-01,-2.016463429722139544e-01,6.376489909443976145e-02,1.170619295720416314e-01
-1.279268990284346819e-01,-1.963892302564335668e-01,8.068161464557949136e-02,9.322257905917370746e-02
-1.227004833729819222e-01,-1.927258793344824306e-01,1.283750115725309227e-01,5.331145781887215718e-02
-1.150208676160066057e-01,-1.911825445097725951e-01,1.788096187064818210e-01,8.421935169520756992e-03
