3.848610730475987562e-03,2.249247935456776259e-01
-4.257487351462041492e-02,-1.918641209162910422e-01
-2.815683791619312260e-01,-8.947983641969597945e-02
-4.608605929213249741e-03,-1.436969522184970982e-01
-3.446076560994471016e-02,-3.823726501598649907e-01
-1.212462361463177984e-01,-2.766342457925630161e-02
-6.207787143280230069e-02,3.763680008147657352e-02
-2.864826338244863546e-03,-1.341567888935010777e-01
-3.093400286253160658e-01,-1.216396644783861447e-01
7.421861248095906749e-03,-2.136642729121179807e-02
3.220985779521057246e-02,-2.275250530838307805e-01
-6.881330258999818206e-02,-5.888201701160433732e-02
-3.006337966678129803e-01,-7.776136637353936454e-02
-3.714589066036587672e-01,-2.259662234898481559e-01
7.856762062721212025e-02,2.344906856117084937e-02
2.131462142751461286e-02,6.631796877356266329e-02
-9.557182637493510935e-02,-4.220390179011906939e-01
1.878424428560755421e-01,-1.110198468470490196e-01
-2.132412660519474312e-01,-8.129836076743401918e-02
-8.823878155689746094e-03,3.418854794021369825e-02
1.777789317687979986e-01,-8.325298356943189315e-02
-2.750466776274718139e-02,-3.524171738120939201e-01
-3.669910665915634418e-01,-2.135520123502976375e-01
7.269908649730327799e-02,4.274388630200831596e-02
1.206526544096765408e-01,4.360264797857671404e-03
2.062984484650898231e-01,-1.486551071312648964e-01
2.980517948378397231e-02,9.043584427846806939e-03
-5.251711803632730380e-02,2.495617325163176359e-01
8.943672513819667103e-02,4.184155088381880105e-03
9.664250980690380910e-02,9.335511659665429729e-02
1.930237035668880274e-02,-3.314603636406818210e-01
4.289824777097062114e-02,-1.871255999678647364e-01
-1.875730227021660257e-02,-2.240470495830640674e-01
2.817538126111696073e-02,-2.590632705298235861e-01
-2.797680377358330306e-01,-7.234389992995254870e-02
3.811808750967060622e-02,1.329775075632465553e-01
-7.729455911306964966e-02,-2.489044417351780336e-01
-3.073870982046408851e-01,-1.581437265403931036e-01
-1.616095677590090318e-02,-4.214513798879589990e-01
-1.288186800705938273e-01,-1.020207596198290378e-01
-8.354571966057761090e-02,-3.049462168335040357e-01
3.774211997210652481e-02,-3.671210773584162035e-01
1.065916258459779220e-01,3.847566736379764984e-02
-2.041305619225707302e-01,-7.802031382254909220e-02
4.153765148914079219e-03,-2.446700565140731420e-01
7.798302821252767192e-03,-3.516879718858270665e-01
-3.893208648804841188e-02,-3.721403044428400753e-01
2.847838555794033333e-01,-1.155707568733024826e-01
6.721742879636050105e-02,-9.546882154642499785e-03
-1.403420032462787681e-02,-2.549827423928065495e-01
5.381924294473861003e-02,2.327258553183358947e-01
5.651367861928419112e-02,-1.249907986782584635e-01
3.506036311299515207e-02,-3.625165131162441656e-01
6.096467911007391605e-02,-5.914938559501775606e-02
-1.768037078035527565e-01,-7.084212505824888373e-02
-5.381239564795586849e-02,-3.287405890261890784e-01
-9.024065443334672310e-02,-1.104319865287450853e-02
1.032949595090149053e-01,-4.443235795997968474e-02
7.441134372514790485e-02,1.332899062259251810e-01
4.695369520297454358e-02,-4.582174648636816450e-02
-8.191164610733508988e-02,-1.163789009265708274e-01
-5.171465282889814441e-02,-2.164358204188960577e-01
8.758832796809945531e-03,-1.891026098816822043e-01
-2.774978082536203039e-01,-1.572436574324596603e-01
-3.686643507231200934e-01,-2.299657567824726079e-01
8.600305606119851287e-03,-4.315692713513749057e-01
6.174971917258270659e-02,3.153153121574847617e-02
-5.276825586227407161e-02,-2.280509944551440682e-01
-8.860433241223547585e-02,-4.066346314665829631e-01
5.331202433454373946e-02,1.449829626443602804e-01
2.948136575568260920e-01,-1.191788258171219139e-01
1.883265569027636754e-01,-1.359162668301462928e-01
1.916710446736524798e-02,2.687285838543284067e-01
-5.408798389128172124e-02,-1.643271208158147978e-02
-3.146847640473904306e-04,-2.344790603570456877e-02
1.836721243967687212e-02,-9.865289285789402562e-02
-8.062879613790863154e-02,-4.380733997950675418e-02
-1.232883039399429448e-01,-1.662680393374332821e-02
1.695883458316665982e-02,5.404665175475942274e-02
-3.645502577055882987e-01,-1.698273105624808488e-01
-3.402572606663490928e-01,-1.609969983814434902e-01
-1.853240548520163067e-02,-3.981258559793482421e-01
1.380393588627961687e-01,-1.215037638410800258e-01
-2.996137415127165249e-01,-1.901651443739010294e-01
3.888250986346297733e-02,8.432023802255117495e-02
6.613819101893869679e-02,7.387645977364076799e-02
1.775109354785731064e-02,-4.345823298537162538e-01
-2.392354375674748956e-02,1.029946807750599103e-01
-8.137211855869219690e-02,1.044185799320892505e-01
-8.179304983300272891e-03,-3.842562066449468072e-01
-3.046064515100838643e-01,-1.525935445532957679e-01
-2.351458191088762195e-02,-1.353629535245511328e-01
3.167212794782875429e-02,-1.356501931792658544e-01
-4.229988709310744666e-02,-1.331796137741481090e-01
6.324832488839149391e-02,-1.242722678543425885e-01
-5.894630768025771461e-02,2.244092352018054459e-01
-3.861836432225218552e-02,-1.505213325569101923e-01
-2.636346469707634421e-02,-2.062469872529411330e-01
-4.288919515279560057e-02,-3.845341142490439346e-01
5.709263469069125740e-02,-4.182341303283494960e-01
-3.332514196279762198e-02,-8.932854663650474647e-02
6.558360744122415653e-03,-4.204995774331793390e-01
-4.380277378557917434e-02,2.895519455999662206e-02
-2.995195905264308456e-01,-1.027265168439999155e-01
2.179329443633584162e-01,-1.646927632832065336e-01
-2.358660349911969323e-01,-4.704478101299913728e-02
-2.347337196586413155e-02,7.020948031781260035e-02
-3.525160818865689105e-01,-1.638690633113334960e-01
2.444558789760551409e-01,-1.485750450345375007e-01
-4.786463263337586982e-02,-1.809708879142358229e-01
8.673695682687720954e-04,-2.035542927416944259e-01
-8.546711391307976191e-02,-3.399137254251397011e-01
1.428634940422246480e-02,2.761573540698869511e-02
2.570763896114488523e-01,-1.121679016909207793e-01
-1.258059291335087981e-01,-6.339231654464372312e-02
-1.940384317308508078e-01,-1.065751831250071335e-01
2.163478163643282048e-01,-1.070685851384616250e-01
-8.942598427825015905e-02,-4.098597068900590168e-01
3.224738331732296404e-02,-1.410777458128391615e-01
-3.733739973733291029e-02,2.382011752692246853e-01
4.366896365214723019e-02,-1.748970157621425603e-01
4.617581156433359091e-02,-1.471068184083524355e-01
-3.962032291072310475e-01,-2.175235932668812822e-01
-3.434253108684811595e-01,-1.622552057779360624e-01
4.133951334340274508e-02,2.206573999366773231e-01
-2.672175168428298497e-01,-1.060378094929427251e-01
3.209816767691142658e-02,-1.762335856332122863e-01
5.184399393361099895e-02,2.417257315438905430e-01
-6.605189552659584962e-02,-8.491488137758895771e-02
-5.749022304112372250e-02,-5.333419931632532585e-02
-3.944215751270774284e-02,-1.022478177918537678e-01
1.343918489371431768e-03,2.532791750467056069e-02
-8.360296918043497172e-02,-1.160911697987114799e-01
-1.740403244064773203e-01,-3.736459846024209330e-02
1.649881907135503090e-02,-2.211017806119669471e-02
6.469487855341216065e-02,-3.625890752957693919e-01
8.001287730775985541e-02,-7.760542669382619607e-02
5.064438149012945312e-02,-1.770741244127277403e-02
8.459105264572974736e-02,-2.424429759238272419e-02
-1.005941496806623814e-01,-3.355463230021324406e-01
3.128368785052570988e-02,5.569671963950090232e-02
2.857207941485112590e-02,-4.095904266339773780e-01
-1.572218950163822848e-02,2.821982699172852493e-01
-1.225450127577115689e-02,-2.365220131658063440e-02
1.140657116772436641e-02,2.828291448648567741e-01
-5.331897378585359615e-03,1.957765714283110636e-02
-4.476119184298471554e-02,1.647259610073303904e-02
-1.616713223909109765e-01,-6.412959858602934604e-02
-7.509580151994382780e-02,-3.979847515475315456e-02
2.034950933452800426e-01,-1.118070489993320815e-01
4.127914864173187759e-03,-1.623767316612577116e-01
-5.789712811543668014e-02,-3.330110787835155461e-01
8.562096858233947394e-03,2.330965379108880242e-01
1.183462449419414586e-02,-2.274109189112786533e-01
-1.938250539809066586e-02,-3.756124943146096906e-01
4.157355442614030228e-02,2.574304882786977444e-01
2.561442177314828816e-01,-1.098894459877243213e-01
-4.003600047795911054e-01,-2.060011914919254450e-01
3.577698384999200565e-02,-9.090899965038368169e-02
