-6.564511093258219854e-02,8.991764389581838324e-02,1.124047498524181898e-02,1.764535890847384603e-01
-6.696638141770307195e-02,9.952386661428415382e-02,-6.409129439007678342e-02,2.077953196538925573e-01
-7.268637402051825180e-02,1.092244473715820868e-01,-1.647084097225304244e-01,1.802279106380248463e-01
-8.380723730985831232e-02,1.180984817893823702e-01,-2.801261218510717188e-01,1.747334660739865986e-01
-1.001297697648622503e-01,1.274822199421038749e-01,-3.727751763490858017e-01,2.006160600348733392e-01
-1.192523812684317119e-01,1.364282797894132426e-01,-3.921292837936926068e-01,1.572263338575009273e-01
-1.386928483412057655e-01,1.384248714580215978e-01,-3.854893991172691492e-01,-7.736266711316722167e-02
-1.593305883878529394e-01,1.215381623685086732e-01,-4.400202027486181944e-01,-5.981056964673499010e-01
-1.835455911494654202e-01,7.264947333170723720e-02,-5.285799077158805925e-01,-1.357441865004707982e+00
-2.116419200856188287e-01,-1.224166283452066128e-02,-5.952732497302557491e-01,-2.038203581644407958e+00
-2.406222826477220078e-01,-1.190409813927777866e-01,-5.639412527538715247e-01,-2.233769160685877164e+00
-2.649452120612653117e-01,-2.224745547695823056e-01,-4.089759237878615172e-01,-1.903573774386303263e+00
-2.803559238773463136e-01,-3.055263697335191542e-01,-2.074525488553783381e-01,-1.418498824171170680e+00
-2.864247819090889879e-01,-3.702578783999765921e-01,-3.530177241432932989e-02,-1.170761522487126172e+00
-2.853199609494714295e-01,-4.318042862689714934e-01,7.949461079903137606e-02,-1.291094792272668768e+00
-2.794960059781215755e-01,-5.022888920420476300e-01,1.534635880549633513e-01,-1.528289438650378695e+00
-2.709723142114079941e-01,-5.781804767488587515e-01,1.874840826135805161e-01,-1.507373949622067277e+00
-2.613955200808010804e-01,-6.458851854253995217e-01,1.955876826106950905e-01,-1.200814397439563974e+00
-2.508711116974422506e-01,-6.970582238804922115e-01,2.253886527236585169e-01,-8.461071407641413966e-01
-2.375296732645966469e-01,-7.316648790313302619e-01,3.082688845901655483e-01,-5.381590652693788446e-01
-2.203726911311855718e-01,-7.537696971632751319e-01,3.780104007462777860e-01,-3.460336600084178427e-01
-2.027008328324451658e-01,-7.690242681273709024e-01,3.288639312033385109e-01,-2.641491785554131999e-01
-1.910744254445744805e-01,-7.811169188609499159e-01,1.361923643114887061e-01,-2.195568507877453390e-01
-1.911191321461122306e-01,-7.900933917480290614e-01,-1.379806323729990403e-01,-1.395020646954191479e-01
-2.038058805307168819e-01,-7.941953902150873379e-01,-3.694893030111865428e-01,-2.457787398691076153e-02
-2.248807469365575462e-01,-7.940299354345042859e-01,-4.735053532224399175e-01,3.119606521023276374e-02
-2.474810144752545571e-01,-7.928650202314894146e-01,-4.305053483254398516e-01,1.540054291036007869e-02
-2.655958325933313047e-01,-7.918958814790777456e-01,-2.940873763976299404e-01,2.336500718610680025e-02
-2.773434919198195514e-01,-7.892858570536180896e-01,-1.758189966618987632e-01,8.103596983227755179e-02
-2.841951581239153257e-01,-7.835905777290516072e-01,-9.824765150193170982e-02,1.467752031503833654e-01
-2.877080729435742001e-01,-7.751119726654258635e-01,-4.226894128442357929e-02,1.923689993946466337e-01
-2.900049196294214870e-01,-7.646020057192254304e-01,-4.960492614946867412e-02,2.280296784533696608e-01
-2.945387049569813676e-01,-7.526490309237952037e-01,-1.317464869529271498e-01,2.500893133638391053e-01
-3.029849671848032222e-01,-7.409372833503716782e-01,-2.061040021599460093e-01,2.183805895731016633e-01
-3.120777840663749858e-01,-7.325656937645614875e-01,-1.576086731029253951e-01,1.164829938593076181e-01
