1.047381184516547447e-03,-5.271176916401242030e-05,-3.797845874603705818e-02,3.631031843337208243e-02
-3.184969396779665281e-03,8.891971720225954321e-05,-1.313155645058114440e-01,-3.064505897872120410e-02
-1.135993344429027906e-02,-3.155394012130017644e-03,-1.956829973946130896e-01,-9.912749019456984501e-02
-2.252575302952435077e-02,-9.567600424541290033e-03,-2.509497860147496540e-01,-1.573607663018810610e-01
-3.655122900151492465e-02,-1.869881450672317147e-02,-3.100692528648733570e-01,-2.078877969853942520e-01
-5.343770708410398862e-02,-3.003242241409922325e-02,-3.653898704386893126e-01,-2.454565193096477915e-01
-7.233795974738503609e-02,-4.281760797606674884e-02,-3.906202360925526973e-01,-2.659509031690532321e-01
-9.157731622348312672e-02,-5.655335404080742007e-02,-3.789540229513708169e-01,-2.834789394205736168e-01
-1.094783032837497727e-01,-7.139077783864056226e-02,-3.370854594592950781e-01,-3.100180124927523484e-01
-1.254301591039489738e-01,-8.843173252664635053e-02,-3.009887733486731332e-01,-3.716201750274789606e-01
-1.399684769304216647e-01,-1.084517456130196650e-01,-2.805439397102345023e-01,-4.291803484274533953e-01
-1.533809275399282135e-01,-1.302837619898554178e-01,-2.559540846700275596e-01,-4.441003066459769388e-01
-1.641115904241549073e-01,-1.520893936126296586e-01,-1.732724306990396368e-01,-4.281249582649925278e-01
-1.682224550435590382e-01,-1.722647321811838494e-01,8.837845922874315585e-03,-3.788885844771754940e-01
-1.614719870596321993e-01,-1.893019978779515999e-01,2.611808734341992677e-01,-3.026020433935348586e-01
-1.421348380264975675e-01,-2.024123975500777550e-01,5.123050878911858952e-01,-2.218139434915107899e-01
-1.121347488144688320e-01,-2.124828118957110268e-01,6.876984805899635234e-01,-1.810026303338197473e-01
-7.610407986406311776e-02,-2.218045162372644930e-01,7.535282774262653804e-01,-1.918655433283188161e-01
-3.937116400038671860e-02,-2.320896966760031821e-01,7.157883571207904749e-01,-2.195416742212291383e-01
-5.797564058554770250e-03,-2.437299460710393995e-01,6.271556405524871813e-01,-2.460683015802198892e-01
2.308982171113662871e-02,-2.565857457431018340e-01,5.283397902351686382e-01,-2.681636853022774103e-01
4.735623043900759332e-02,-2.705402155923731788e-01,4.423165588796696412e-01,-2.900151086685754942e-01
6.825996500356494578e-02,-2.859052288687346510e-01,3.938328237026245127e-01,-3.245854223858826160e-01
8.750435409862022951e-02,-3.028811269989867272e-01,3.759427400995870583e-01,-3.544505028242000977e-01
1.060957482027265752e-01,-3.196195987878218681e-01,3.677130240646669379e-01,-3.150883687292044821e-01
1.238532045831288314e-01,-3.314434955570910724e-01,3.425852311514230863e-01,-1.578675020415641339e-01
1.384068391704788015e-01,-3.333332979648571115e-01,2.395601523425751056e-01,8.227540573092181897e-02
1.447035183804583902e-01,-3.237788161963858213e-01,1.230701605660822207e-02,2.999038650079290380e-01
1.381231386545827555e-01,-3.059979765668676688e-01,-2.755222050916335541e-01,4.113297201727976748e-01
1.184513825447510299e-01,-2.851855811910415928e-01,-5.113480393016356373e-01,4.211660948602443666e-01
8.942449790683877631e-02,-2.654069100386752256e-01,-6.497273462148546175e-01,3.699807512344105431e-01
5.557380719912031336e-02,-2.483388006353711153e-01,-7.043002820938837338e-01,3.127436248977539246e-01
2.007848882840757021e-02,-2.334020446981518726e-01,-7.155124527346259367e-01,2.847266125910153378e-01
